[2026-08-29T11:59:45.040Z] GET http://localhost:5173/node_modules/.vite/deps/zustand_middleware.js?v=03c7fd28 → 200 (1ms, 48350B)
[2026-08-29T11:59:45.040Z] GET http://localhost:5173/src/utils/jwt.ts → 200 (?ms, 3234B)
[2026-08-29T11:59:45.040Z] GET http://localhost:5173/src/services/api.ts → 200 (1ms, 12632B)
[2026-08-29T11:59:45.040Z] GET http://localhost:5173/src/features/site/services/site.service.ts → 200 (1ms, 20865B)
[2026-08-29T11:59:45.041Z] GET http://localhost:5173/node_modules/.vite/deps/axios.js?v=6e0edeee → 200 (2ms, 434913B)
[2026-08-29T11:59:45.151Z] GET http://localhost:5173/logo-mark.png → 304 (1ms, ?B)
[2026-08-29T11:59:45.152Z] GET http://localhost:5173/src/features/site/pages/public/contact.tsx → 200 (6ms, 16308B)
[2026-08-29T11:59:45.157Z] GET http://localhost:5023/api/public → 200 (59ms, ?B)
[2026-08-29T11:59:45.159Z] GET http://localhost:5173/src/features/site/hooks/use-document-title.ts → 200 (2ms, 3321B)
[2026-08-29T11:59:45.159Z] GET http://localhost:5173/src/features/site/components/site-primitives.tsx → 200 (1ms, 20491B)
[2026-08-29T11:59:45.159Z] GET http://localhost:5173/src/features/site/components/site-states.tsx → 200 (2ms, 6083B)
[2026-08-29T11:59:45.161Z] GET http://localhost:5173/src/components/ui/button.tsx → 200 (2ms, 8229B)
[2026-08-29T11:59:45.164Z] GET http://localhost:5173/node_modules/.vite/deps/class-variance-authority.js?v=53f31f80 → 200 (1ms, 8901B)
